gene_id	gRNA_group	pair_type
DMRTA1	safe.harbor_pre_58_gene	negative_control
IFNB1	safe.harbor_pre_58_gene	negative_control
IFNE	safe.harbor_pre_58_gene	negative_control
IFNWP19	safe.harbor_pre_58_gene	negative_control
p14.dialup	safe.harbor_pre_58_gene	negative_control
CDKN2B	safe.harbor_pre_59_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_59_gene	negative_control
p16.dialup	safe.harbor_pre_59_gene	negative_control
MTAP	safe.harbor_pre_59_gene	negative_control
DMRTA1	safe.harbor_pre_59_gene	negative_control
IFNB1	safe.harbor_pre_59_gene	negative_control
IFNE	safe.harbor_pre_59_gene	negative_control
IFNWP19	safe.harbor_pre_59_gene	negative_control
p14.dialup	safe.harbor_pre_59_gene	negative_control
CDKN2B	safe.harbor_pre_60_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_60_gene	negative_control
p16.dialup	safe.harbor_pre_60_gene	negative_control
MTAP	safe.harbor_pre_60_gene	negative_control
DMRTA1	safe.harbor_pre_60_gene	negative_control
IFNB1	safe.harbor_pre_60_gene	negative_control
IFNE	safe.harbor_pre_60_gene	negative_control
IFNWP19	safe.harbor_pre_60_gene	negative_control
p14.dialup	safe.harbor_pre_60_gene	negative_control
CDKN2B	safe.harbor_pre_61_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_61_gene	negative_control
p16.dialup	safe.harbor_pre_61_gene	negative_control
MTAP	safe.harbor_pre_61_gene	negative_control
DMRTA1	safe.harbor_pre_61_gene	negative_control
IFNB1	safe.harbor_pre_61_gene	negative_control
IFNE	safe.harbor_pre_61_gene	negative_control
IFNWP19	safe.harbor_pre_61_gene	negative_control
p14.dialup	safe.harbor_pre_61_gene	negative_control
CDKN2B	safe.harbor_pre_62_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_62_gene	negative_control
p16.dialup	safe.harbor_pre_62_gene	negative_control
MTAP	safe.harbor_pre_62_gene	negative_control
DMRTA1	safe.harbor_pre_62_gene	negative_control
IFNB1	safe.harbor_pre_62_gene	negative_control
IFNE	safe.harbor_pre_62_gene	negative_control
IFNWP19	safe.harbor_pre_62_gene	negative_control
p14.dialup	safe.harbor_pre_62_gene	negative_control
CDKN2B	safe.harbor_pre_63_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_63_gene	negative_control
p16.dialup	safe.harbor_pre_63_gene	negative_control
MTAP	safe.harbor_pre_63_gene	negative_control
DMRTA1	safe.harbor_pre_63_gene	negative_control
IFNB1	safe.harbor_pre_63_gene	negative_control
IFNE	safe.harbor_pre_63_gene	negative_control
IFNWP19	safe.harbor_pre_63_gene	negative_control
p14.dialup	safe.harbor_pre_63_gene	negative_control
CDKN2B	safe.harbor_pre_64_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_64_gene	negative_control
p16.dialup	safe.harbor_pre_64_gene	negative_control
MTAP	safe.harbor_pre_64_gene	negative_control
DMRTA1	safe.harbor_pre_64_gene	negative_control
IFNB1	safe.harbor_pre_64_gene	negative_control
IFNE	safe.harbor_pre_64_gene	negative_control
IFNWP19	safe.harbor_pre_64_gene	negative_control
p14.dialup	safe.harbor_pre_64_gene	negative_control
CDKN2B	safe.harbor_pre_65_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_65_gene	negative_control
p16.dialup	safe.harbor_pre_65_gene	negative_control
MTAP	safe.harbor_pre_65_gene	negative_control
DMRTA1	safe.harbor_pre_65_gene	negative_control
IFNB1	safe.harbor_pre_65_gene	negative_control
IFNE	safe.harbor_pre_65_gene	negative_control
IFNWP19	safe.harbor_pre_65_gene	negative_control
p14.dialup	safe.harbor_pre_65_gene	negative_control
CDKN2B	safe.harbor_pre_66_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_66_gene	negative_control
p16.dialup	safe.harbor_pre_66_gene	negative_control
MTAP	safe.harbor_pre_66_gene	negative_control
DMRTA1	safe.harbor_pre_66_gene	negative_control
IFNB1	safe.harbor_pre_66_gene	negative_control
IFNE	safe.harbor_pre_66_gene	negative_control
IFNWP19	safe.harbor_pre_66_gene	negative_control
p14.dialup	safe.harbor_pre_66_gene	negative_control
CDKN2B	safe.harbor_pre_67_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_67_gene	negative_control
p16.dialup	safe.harbor_pre_67_gene	negative_control
MTAP	safe.harbor_pre_67_gene	negative_control
DMRTA1	safe.harbor_pre_67_gene	negative_control
IFNB1	safe.harbor_pre_67_gene	negative_control
IFNE	safe.harbor_pre_67_gene	negative_control
IFNWP19	safe.harbor_pre_67_gene	negative_control
p14.dialup	safe.harbor_pre_67_gene	negative_control
CDKN2B	safe.harbor_pre_68_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_68_gene	negative_control
p16.dialup	safe.harbor_pre_68_gene	negative_control
MTAP	safe.harbor_pre_68_gene	negative_control
DMRTA1	safe.harbor_pre_68_gene	negative_control
IFNB1	safe.harbor_pre_68_gene	negative_control
IFNE	safe.harbor_pre_68_gene	negative_control
IFNWP19	safe.harbor_pre_68_gene	negative_control
p14.dialup	safe.harbor_pre_68_gene	negative_control
CDKN2B	safe.harbor_pre_69_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_69_gene	negative_control
p16.dialup	safe.harbor_pre_69_gene	negative_control
MTAP	safe.harbor_pre_69_gene	negative_control
DMRTA1	safe.harbor_pre_69_gene	negative_control
IFNB1	safe.harbor_pre_69_gene	negative_control
IFNE	safe.harbor_pre_69_gene	negative_control
IFNWP19	safe.harbor_pre_69_gene	negative_control
p14.dialup	safe.harbor_pre_69_gene	negative_control
CDKN2B	safe.harbor_pre_70_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_70_gene	negative_control
p16.dialup	safe.harbor_pre_70_gene	negative_control
MTAP	safe.harbor_pre_70_gene	negative_control
DMRTA1	safe.harbor_pre_70_gene	negative_control
IFNB1	safe.harbor_pre_70_gene	negative_control
IFNE	safe.harbor_pre_70_gene	negative_control
IFNWP19	safe.harbor_pre_70_gene	negative_control
p14.dialup	safe.harbor_pre_70_gene	negative_control
CDKN2B	safe.harbor_pre_71_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_71_gene	negative_control
p16.dialup	safe.harbor_pre_71_gene	negative_control
MTAP	safe.harbor_pre_71_gene	negative_control
DMRTA1	safe.harbor_pre_71_gene	negative_control
IFNB1	safe.harbor_pre_71_gene	negative_control
IFNE	safe.harbor_pre_71_gene	negative_control
IFNWP19	safe.harbor_pre_71_gene	negative_control
p14.dialup	safe.harbor_pre_71_gene	negative_control
CDKN2B	safe.harbor_pre_72_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_72_gene	negative_control
p16.dialup	safe.harbor_pre_72_gene	negative_control
MTAP	safe.harbor_pre_72_gene	negative_control
DMRTA1	safe.harbor_pre_72_gene	negative_control
IFNB1	safe.harbor_pre_72_gene	negative_control
IFNE	safe.harbor_pre_72_gene	negative_control
IFNWP19	safe.harbor_pre_72_gene	negative_control
p14.dialup	safe.harbor_pre_72_gene	negative_control
CDKN2B	safe.harbor_pre_73_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_73_gene	negative_control
p16.dialup	safe.harbor_pre_73_gene	negative_control
MTAP	safe.harbor_pre_73_gene	negative_control
DMRTA1	safe.harbor_pre_73_gene	negative_control
IFNB1	safe.harbor_pre_73_gene	negative_control
IFNE	safe.harbor_pre_73_gene	negative_control
IFNWP19	safe.harbor_pre_73_gene	negative_control
p14.dialup	safe.harbor_pre_73_gene	negative_control
CDKN2B	safe.harbor_pre_74_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_74_gene	negative_control
p16.dialup	safe.harbor_pre_74_gene	negative_control
MTAP	safe.harbor_pre_74_gene	negative_control
DMRTA1	safe.harbor_pre_74_gene	negative_control
IFNB1	safe.harbor_pre_74_gene	negative_control
IFNE	safe.harbor_pre_74_gene	negative_control
IFNWP19	safe.harbor_pre_74_gene	negative_control
p14.dialup	safe.harbor_pre_74_gene	negative_control
CDKN2B	safe.harbor_pre_75_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_75_gene	negative_control
p16.dialup	safe.harbor_pre_75_gene	negative_control
MTAP	safe.harbor_pre_75_gene	negative_control
DMRTA1	safe.harbor_pre_75_gene	negative_control
IFNB1	safe.harbor_pre_75_gene	negative_control
IFNE	safe.harbor_pre_75_gene	negative_control
IFNWP19	safe.harbor_pre_75_gene	negative_control
p14.dialup	safe.harbor_pre_75_gene	negative_control
CDKN2B	safe.harbor_pre_76_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_76_gene	negative_control
p16.dialup	safe.harbor_pre_76_gene	negative_control
MTAP	safe.harbor_pre_76_gene	negative_control
DMRTA1	safe.harbor_pre_76_gene	negative_control
IFNB1	safe.harbor_pre_76_gene	negative_control
IFNE	safe.harbor_pre_76_gene	negative_control
IFNWP19	safe.harbor_pre_76_gene	negative_control
p14.dialup	safe.harbor_pre_76_gene	negative_control
CDKN2B	safe.harbor_pre_77_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_77_gene	negative_control
p16.dialup	safe.harbor_pre_77_gene	negative_control
MTAP	safe.harbor_pre_77_gene	negative_control
DMRTA1	safe.harbor_pre_77_gene	negative_control
IFNB1	safe.harbor_pre_77_gene	negative_control
IFNE	safe.harbor_pre_77_gene	negative_control
IFNWP19	safe.harbor_pre_77_gene	negative_control
p14.dialup	safe.harbor_pre_77_gene	negative_control
CDKN2B	safe.harbor_pre_78_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_78_gene	negative_control
p16.dialup	safe.harbor_pre_78_gene	negative_control
MTAP	safe.harbor_pre_78_gene	negative_control
DMRTA1	safe.harbor_pre_78_gene	negative_control
IFNB1	safe.harbor_pre_78_gene	negative_control
IFNE	safe.harbor_pre_78_gene	negative_control
IFNWP19	safe.harbor_pre_78_gene	negative_control
p14.dialup	safe.harbor_pre_78_gene	negative_control
CDKN2B	safe.harbor_pre_79_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_79_gene	negative_control
p16.dialup	safe.harbor_pre_79_gene	negative_control
MTAP	safe.harbor_pre_79_gene	negative_control
DMRTA1	safe.harbor_pre_79_gene	negative_control
IFNB1	safe.harbor_pre_79_gene	negative_control
IFNE	safe.harbor_pre_79_gene	negative_control
IFNWP19	safe.harbor_pre_79_gene	negative_control
p14.dialup	safe.harbor_pre_79_gene	negative_control
CDKN2B	safe.harbor_pre_80_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_80_gene	negative_control
p16.dialup	safe.harbor_pre_80_gene	negative_control
MTAP	safe.harbor_pre_80_gene	negative_control
DMRTA1	safe.harbor_pre_80_gene	negative_control
IFNB1	safe.harbor_pre_80_gene	negative_control
IFNE	safe.harbor_pre_80_gene	negative_control
IFNWP19	safe.harbor_pre_80_gene	negative_control
p14.dialup	safe.harbor_pre_80_gene	negative_control
CDKN2B	safe.harbor_pre_81_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_81_gene	negative_control
p16.dialup	safe.harbor_pre_81_gene	negative_control
MTAP	safe.harbor_pre_81_gene	negative_control
DMRTA1	safe.harbor_pre_81_gene	negative_control
IFNB1	safe.harbor_pre_81_gene	negative_control
IFNE	safe.harbor_pre_81_gene	negative_control
IFNWP19	safe.harbor_pre_81_gene	negative_control
p14.dialup	safe.harbor_pre_81_gene	negative_control
CDKN2B	safe.harbor_pre_82_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_82_gene	negative_control
p16.dialup	safe.harbor_pre_82_gene	negative_control
MTAP	safe.harbor_pre_82_gene	negative_control
DMRTA1	safe.harbor_pre_82_gene	negative_control
IFNB1	safe.harbor_pre_82_gene	negative_control
IFNE	safe.harbor_pre_82_gene	negative_control
IFNWP19	safe.harbor_pre_82_gene	negative_control
p14.dialup	safe.harbor_pre_82_gene	negative_control
CDKN2B	safe.harbor_pre_83_gene	negative_control
CDKN2B-AS1	safe.harbor_pre_83_gene	negative_control
p16.dialup	safe.harbor_pre_83_gene	negative_control
MTAP	safe.harbor_pre_83_gene	negative_control
DMRTA1	safe.harbor_pre_83_gene	negative_control
IFNB1	safe.harbor_pre_83_gene	negative_control
IFNE	safe.harbor_pre_83_gene	negative_control
IFNWP19	safe.harbor_pre_83_gene	negative_control
p14.dialup	safe.harbor_pre_83_gene	negative_control
CDKN2B	sgRNA_21883622.21884011_21883721_gene	candidate
CDKN2B-AS1	sgRNA_21883622.21884011_21883721_gene	candidate
p16.dialup	sgRNA_21883622.21884011_21883721_gene	candidate
MTAP	sgRNA_21883622.21884011_21883721_gene	candidate
DMRTA1	sgRNA_21883622.21884011_21883721_gene	candidate
IFNB1	sgRNA_21883622.21884011_21883721_gene	candidate
IFNE	sgRNA_21883622.21884011_21883721_gene	candidate
IFNWP19	sgRNA_21883622.21884011_21883721_gene	candidate
p14.dialup	sgRNA_21883622.21884011_21883721_gene	candidate
CDKN2B	sgRNA_21883622.21884011_21883723_gene	candidate
CDKN2B-AS1	sgRNA_21883622.21884011_21883723_gene	candidate
p16.dialup	sgRNA_21883622.21884011_21883723_gene	candidate
MTAP	sgRNA_21883622.21884011_21883723_gene	candidate
DMRTA1	sgRNA_21883622.21884011_21883723_gene	candidate
IFNB1	sgRNA_21883622.21884011_21883723_gene	candidate
IFNE	sgRNA_21883622.21884011_21883723_gene	candidate
IFNWP19	sgRNA_21883622.21884011_21883723_gene	candidate
p14.dialup	sgRNA_21883622.21884011_21883723_gene	candidate
CDKN2B	sgRNA_21883622.21884011_21883762_gene	candidate
CDKN2B-AS1	sgRNA_21883622.21884011_21883762_gene	candidate
p16.dialup	sgRNA_21883622.21884011_21883762_gene	candidate
MTAP	sgRNA_21883622.21884011_21883762_gene	candidate
DMRTA1	sgRNA_21883622.21884011_21883762_gene	candidate
IFNB1	sgRNA_21883622.21884011_21883762_gene	candidate
IFNE	sgRNA_21883622.21884011_21883762_gene	candidate
IFNWP19	sgRNA_21883622.21884011_21883762_gene	candidate
p14.dialup	sgRNA_21883622.21884011_21883762_gene	candidate
CDKN2B	sgRNA_21889623.21890192_21889832_gene	candidate
CDKN2B-AS1	sgRNA_21889623.21890192_21889832_gene	candidate
p16.dialup	sgRNA_21889623.21890192_21889832_gene	candidate
MTAP	sgRNA_21889623.21890192_21889832_gene	candidate
DMRTA1	sgRNA_21889623.21890192_21889832_gene	candidate
IFNB1	sgRNA_21889623.21890192_21889832_gene	candidate
IFNE	sgRNA_21889623.21890192_21889832_gene	candidate
IFNWP19	sgRNA_21889623.21890192_21889832_gene	candidate
p14.dialup	sgRNA_21889623.21890192_21889832_gene	candidate
CDKN2B	sgRNA_21889623.21890192_21889961_gene	candidate
CDKN2B-AS1	sgRNA_21889623.21890192_21889961_gene	candidate
p16.dialup	sgRNA_21889623.21890192_21889961_gene	candidate
MTAP	sgRNA_21889623.21890192_21889961_gene	candidate
DMRTA1	sgRNA_21889623.21890192_21889961_gene	candidate
IFNB1	sgRNA_21889623.21890192_21889961_gene	candidate
IFNE	sgRNA_21889623.21890192_21889961_gene	candidate
IFNWP19	sgRNA_21889623.21890192_21889961_gene	candidate
p14.dialup	sgRNA_21889623.21890192_21889961_gene	candidate
CDKN2B	sgRNA_21889623.21890192_21890153_gene	candidate
CDKN2B-AS1	sgRNA_21889623.21890192_21890153_gene	candidate
p16.dialup	sgRNA_21889623.21890192_21890153_gene	candidate
MTAP	sgRNA_21889623.21890192_21890153_gene	candidate
DMRTA1	sgRNA_21889623.21890192_21890153_gene	candidate
IFNB1	sgRNA_21889623.21890192_21890153_gene	candidate
IFNE	sgRNA_21889623.21890192_21890153_gene	candidate
IFNWP19	sgRNA_21889623.21890192_21890153_gene	candidate
p14.dialup	sgRNA_21889623.21890192_21890153_gene	candidate
CDKN2B	sgRNA_21889623.21890192_21890193_gene	candidate
CDKN2B-AS1	sgRNA_21889623.21890192_21890193_gene	candidate
p16.dialup	sgRNA_21889623.21890192_21890193_gene	candidate
MTAP	sgRNA_21889623.21890192_21890193_gene	candidate
DMRTA1	sgRNA_21889623.21890192_21890193_gene	candidate
IFNB1	sgRNA_21889623.21890192_21890193_gene	candidate
IFNE	sgRNA_21889623.21890192_21890193_gene	candidate
IFNWP19	sgRNA_21889623.21890192_21890193_gene	candidate
p14.dialup	sgRNA_21889623.21890192_21890193_gene	candidate
CDKN2B	sgRNA_21902048.21902508_21902168_gene	candidate
CDKN2B-AS1	sgRNA_21902048.21902508_21902168_gene	candidate
p16.dialup	sgRNA_21902048.21902508_21902168_gene	candidate
MTAP	sgRNA_21902048.21902508_21902168_gene	candidate
DMRTA1	sgRNA_21902048.21902508_21902168_gene	candidate
IFNB1	sgRNA_21902048.21902508_21902168_gene	candidate
IFNE	sgRNA_21902048.21902508_21902168_gene	candidate
IFNWP19	sgRNA_21902048.21902508_21902168_gene	candidate
p14.dialup	sgRNA_21902048.21902508_21902168_gene	candidate
CDKN2B	sgRNA_21902048.21902508_21902257_gene	candidate
CDKN2B-AS1	sgRNA_21902048.21902508_21902257_gene	candidate
p16.dialup	sgRNA_21902048.21902508_21902257_gene	candidate
MTAP	sgRNA_21902048.21902508_21902257_gene	candidate
DMRTA1	sgRNA_21902048.21902508_21902257_gene	candidate
IFNB1	sgRNA_21902048.21902508_21902257_gene	candidate
IFNE	sgRNA_21902048.21902508_21902257_gene	candidate
IFNWP19	sgRNA_21902048.21902508_21902257_gene	candidate
p14.dialup	sgRNA_21902048.21902508_21902257_gene	candidate
CDKN2B	sgRNA_21902048.21902508_21902285_gene	candidate
CDKN2B-AS1	sgRNA_21902048.21902508_21902285_gene	candidate
p16.dialup	sgRNA_21902048.21902508_21902285_gene	candidate
MTAP	sgRNA_21902048.21902508_21902285_gene	candidate
DMRTA1	sgRNA_21902048.21902508_21902285_gene	candidate
IFNB1	sgRNA_21902048.21902508_21902285_gene	candidate
IFNE	sgRNA_21902048.21902508_21902285_gene	candidate
IFNWP19	sgRNA_21902048.21902508_21902285_gene	candidate
p14.dialup	sgRNA_21902048.21902508_21902285_gene	candidate
CDKN2B	sgRNA_21902048.21902508_21902315_gene	candidate
CDKN2B-AS1	sgRNA_21902048.21902508_21902315_gene	candidate
p16.dialup	sgRNA_21902048.21902508_21902315_gene	candidate
MTAP	sgRNA_21902048.21902508_21902315_gene	candidate
DMRTA1	sgRNA_21902048.21902508_21902315_gene	candidate
IFNB1	sgRNA_21902048.21902508_21902315_gene	candidate
IFNE	sgRNA_21902048.21902508_21902315_gene	candidate
IFNWP19	sgRNA_21902048.21902508_21902315_gene	candidate
p14.dialup	sgRNA_21902048.21902508_21902315_gene	candidate
CDKN2B	sgRNA_21903297.21903761_21903554_gene	candidate
CDKN2B-AS1	sgRNA_21903297.21903761_21903554_gene	candidate
p16.dialup	sgRNA_21903297.21903761_21903554_gene	candidate
MTAP	sgRNA_21903297.21903761_21903554_gene	candidate
DMRTA1	sgRNA_21903297.21903761_21903554_gene	candidate
IFNB1	sgRNA_21903297.21903761_21903554_gene	candidate
IFNE	sgRNA_21903297.21903761_21903554_gene	candidate
IFNWP19	sgRNA_21903297.21903761_21903554_gene	candidate
p14.dialup	sgRNA_21903297.21903761_21903554_gene	candidate
CDKN2B	sgRNA_21903297.21903761_21903560_gene	candidate
CDKN2B-AS1	sgRNA_21903297.21903761_21903560_gene	candidate
p16.dialup	sgRNA_21903297.21903761_21903560_gene	candidate
MTAP	sgRNA_21903297.21903761_21903560_gene	candidate
DMRTA1	sgRNA_21903297.21903761_21903560_gene	candidate
IFNB1	sgRNA_21903297.21903761_21903560_gene	candidate
IFNE	sgRNA_21903297.21903761_21903560_gene	candidate
IFNWP19	sgRNA_21903297.21903761_21903560_gene	candidate
p14.dialup	sgRNA_21903297.21903761_21903560_gene	candidate
CDKN2B	sgRNA_21903297.21903761_21903697_gene	candidate
CDKN2B-AS1	sgRNA_21903297.21903761_21903697_gene	candidate
p16.dialup	sgRNA_21903297.21903761_21903697_gene	candidate
MTAP	sgRNA_21903297.21903761_21903697_gene	candidate
DMRTA1	sgRNA_21903297.21903761_21903697_gene	candidate
IFNB1	sgRNA_21903297.21903761_21903697_gene	candidate
IFNE	sgRNA_21903297.21903761_21903697_gene	candidate
IFNWP19	sgRNA_21903297.21903761_21903697_gene	candidate
p14.dialup	sgRNA_21903297.21903761_21903697_gene	candidate
CDKN2B	sgRNA_21904489.21904691_21904503_gene	candidate
CDKN2B-AS1	sgRNA_21904489.21904691_21904503_gene	candidate
p16.dialup	sgRNA_21904489.21904691_21904503_gene	candidate
MTAP	sgRNA_21904489.21904691_21904503_gene	candidate
DMRTA1	sgRNA_21904489.21904691_21904503_gene	candidate
IFNB1	sgRNA_21904489.21904691_21904503_gene	candidate
IFNE	sgRNA_21904489.21904691_21904503_gene	candidate
IFNWP19	sgRNA_21904489.21904691_21904503_gene	candidate
p14.dialup	sgRNA_21904489.21904691_21904503_gene	candidate
CDKN2B	sgRNA_21904489.21904691_21904563_gene	candidate
CDKN2B-AS1	sgRNA_21904489.21904691_21904563_gene	candidate
p16.dialup	sgRNA_21904489.21904691_21904563_gene	candidate
MTAP	sgRNA_21904489.21904691_21904563_gene	candidate
DMRTA1	sgRNA_21904489.21904691_21904563_gene	candidate
IFNB1	sgRNA_21904489.21904691_21904563_gene	candidate
IFNE	sgRNA_21904489.21904691_21904563_gene	candidate
IFNWP19	sgRNA_21904489.21904691_21904563_gene	candidate
p14.dialup	sgRNA_21904489.21904691_21904563_gene	candidate
CDKN2B	sgRNA_21904489.21904691_21904565_gene	candidate
CDKN2B-AS1	sgRNA_21904489.21904691_21904565_gene	candidate
p16.dialup	sgRNA_21904489.21904691_21904565_gene	candidate
MTAP	sgRNA_21904489.21904691_21904565_gene	candidate
DMRTA1	sgRNA_21904489.21904691_21904565_gene	candidate
IFNB1	sgRNA_21904489.21904691_21904565_gene	candidate
IFNE	sgRNA_21904489.21904691_21904565_gene	candidate
IFNWP19	sgRNA_21904489.21904691_21904565_gene	candidate
